	summarized	lineages	abundances	resid	coverage
WK106-4034	[('Omicron', 0.9890675277472879)]	BE.11 BE.9 BQ.1.1.61 EZ.1 BQ.1.1.43 BQ.1.1.62 BA.5.1.5 BA.5.1.4 BA.5.1.35 BA.5.1.16 BA.5.1.12 BA.5.1.24 BA.5.1.17 BA.5.1.33 BA.5.1.22 BA.5.1 BA.5.1.7 BA.5.1.6 BQ.2 BQ.1.5 BQ.1.10 BQ.1.19 BQ.1 BQ.1.7 BQ.1.14 BQ.1.31 BE.1.1.1 BQ.1.27 BQ.1.6 BQ.1.26 BQ.1.3 BQ.1.2 BQ.1.23 BQ.1.15.2 BQ.1.16 BQ.1.8 BQ.1.8.1 BQ.1.15 BA.5.2.21 CN.1 XAT BQ.1.26.1 BA.5.1.23 BA.5.12 BA.5.2.43 BE.13 BA.2.42 BA.5.1.26 BA.5.1.28 BA.5.1.27 BQ.1.1.66 BQ.1.1.51 BQ.1.1.67 BQ.1.1.74 BQ.1.1.31 BQ.1.1.13 BQ.1.1.9 BQ.1.1.16 BQ.1.1.17 BQ.1.1.72 BQ.1.1.69 BQ.1.1.32 BQ.1.1 BQ.1.24 BQ.1.9 BQ.1.1.47 EY.1 BQ.1.1.6 BQ.1.1.53 BQ.1.1.38 BQ.1.1.55 BQ.1.1.29 FM.1 FM.2 EA.2 CZ.1 CZ.2 DR.1 BQ.1.1.2 BQ.1.1.48 BQ.1.1.23 ED.2 FA.1 EN.1 BQ.1.1.41 FN.1 BQ.1.1.35 BQ.1.1.28 EF.1.2 EF.1.1 EW.1 EF.1.1.1 ET.1 EH.1 BQ.1.1.25 BQ.1.1.20 BQ.1.1.34 BQ.1.1.45 BQ.1.1.52 BQ.1.22 BQ.1.1.58 BQ.1.1.37 BQ.1.1.1 BQ.1.1.36 BQ.1.18 BQ.1.1.3 BQ.1.1.18 BQ.1.1.10 BQ.1.1.15 BQ.1.1.64 BQ.1.1.30 BQ.1.1.26 BQ.1.1.46 BQ.1.1.50 DT.1 DT.2 DT.3 BQ.1.1.68 FC.1 BQ.1.1.63 EF.1 EF.2 BQ.1.1.11	0.09927324 0.09927324 0.06250000 0.06250000 0.06250000 0.06250000 0.01366222 0.01366222 0.01366222 0.01366222 0.01366222 0.01366222 0.01366222 0.01366222 0.01366222 0.01366222 0.01366222 0.01366222 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.00707250 0.00707250 0.00536616 0.00260225 0.00221517 0.00170614 0.00126149 0.00107638 0.00103117 0.00100770 0.00100770 0.00100770 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702	0.2028513910613417	6.377286559876936
WK111-4243	[('Undetermined', 1.00)]	Undetermined	1.00	-1	-1
WK111-4244	[('Undetermined', 1.00)]	Undetermined	1.00	-1	-1
WK111-4246	[('Undetermined', 1.00)]	Undetermined	1.00	-1	-1
WK111-4247	[('Omicron', 0.9741813770968097)]	XBB.1.5.51 XBB.1.5.3 XBB.1.5.7 XBB.1.5.21 XBB.1.5.10 XBB.1.5.33 XBB.1.5.34 EM.1 FT.1 XBB.1.5.52 XBB.1.5.2 XBB.1.5.11 XBB.1.5.47 XBB.1.5.40 XBB.1.5.36 XBB.1.5.12 XBB.1.5.28 XBB.1.5.18 XBB.1.5.14 XBB.1.5 XBB.1.5.20 XBB.1.5.48 FD.2 XBB.1.5.27 XBB.1.5.46 XBB.1.5.29 XBB.1.5.37 XBB.1.5.30 XBB.1.5.32 XBB.1.5.25 XBB.1.5.49 XBB.1.5.39 XBB.1.5.15 BF.26 BA.5.5.3 BF.38 CH.1.1.5 XBB.1.4.1 BF.35 BA.2.38.2 BA.5.1.9 BA.2.76.1 BF.23 BN.1.4.3 CL.1.1 BA.5.1.6 CH.3 BA.2.18 XCB XBB.6.1 FD.1.1 FD.1 DS.2 XBB.1.5.1 BF.34 BP.1 CM.8.1.3 BF.2	0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.01390730 0.00680800 0.00657895 0.00657895 0.00393185 0.00366300 0.00340136 0.00338524 0.00288600 0.00229358 0.00204360 0.00203481 0.00184502 0.00182482 0.00174274 0.00167707 0.00151592 0.00151515 0.00151515 0.00151288 0.00127551 0.00124636 0.00121017 0.00108578 0.00108225	1.0464753803029734	10.855098150687223
WK111-4248	[('Omicron', 0.9565841274516563), ('Other', 0.032722390601303136)]	XBB.1.5.22 XBB.1.9.3 XBB.1.5.18 EG.2 XBB.1.9.5 XBB.1.9.4 XBB.1.5.52 XBB.1.5.11 XBB.1.5.47 XBB.1.5.40 XBB.1.5.36 XBB.1.5.16 XBB.1.5.28 XBB.1.5.1 XBB.1.5.4 XBB.1.5.33 XBB.1.5.23 XBB.1.5.31 XBB.1.5.7 XBB.1.5.14 XBB.1.4.1 XBB.1.9 XBB.1.5 XBB.1.24 XBB.1.14 XBB.1.27 XBB.1.19.1 XBB.1.21 XBB.1.17 XBB.1.15 XBB.1.5.43 XBB.1.5.24 XBB.1.18 XBB.1.18.1 XBB.1 XBB.1.22.2 XBB.1.9.2 XBB.1.19 XBB.1.5.27 XBB.1.5.46 XBB.1.22 FL.2.1 XBB.1.5.19 XBB.1.13 XBB.1.5.25 XBB.1.5.49 XBB.1.5.39 XBB.1.5.8 XBL FL.2 FL.3 XBB.1.7 FE.1 XCC XBB.1.9.1 XBB.1.5.13 FG.3 XBB.1.5.38 XBB.1.5.10 XBB.1.5.34 XBB.1.4 EK.3 BQ.1.24 XBG BQ.1.21 XBB.1.5.37 BA.5.1.38 B.1.489	0.01960780 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.00763359 0.00492611 0.00174149 0.00117440 0.00105638 0.00103530 0.00101863	0.6929167790875298	4.969401063438451
WK111-4249	[('Undetermined', 1.00)]	Undetermined	1.00	-1	-1
WK111-4250	[('Omicron', 0.9830054599554136)]	BE.13 BA.4.1.2 BE.9 BE.11 BA.5.3.5 BA.5.6.3 BA.5.11 BA.5.5 BA.5.3.4 BA.5.3.3 BA.5.6 BF.24 BW.1 BA.5.5.2 BA.5.5.3 BA.5.6.2 XAV BA.5.3 CA.7 BF.36	0.38887287 0.14285700 0.05401575 0.05401575 0.03351268 0.03351268 0.03351268 0.02177334 0.02177334 0.02177334 0.02177334 0.02177334 0.02177334 0.02177334 0.02177334 0.02177334 0.02177334 0.02177334 0.00208715 0.00111212	0.18766455626673376	1.9496371601511555
WK111-4251	[('Omicron', 0.9726232951066391), ('Other', 0.0014444935955702407)]	BA.2.18 BA.2.25 BA.2.4 BA.2.10.1 BA.2.10.2 BA.2.10.3 BA.2.33 BA.2.11 BA.2.26 BA.2.32 BA.2.63 BA.2.50 BA.2.30 BA.2.64 BA.2.23 BA.2.24 BA.2.10 BA.2.1 BA.2.31 BA.2.27 BA.2.65 BA.2.52 BA.2.69 BA.2.5 BA.2.55 BA.2 XQ BA.2.44 XW BA.2.13 BA.2.80 BA.2.36 BA.2.31.1 BA.2.48 BA.2.39 BA.2.45 BA.2.81 BA.2.56 BA.2.7 BA.2.51 BA.2.29 XBB.1.10 BA.2.25.1 XBB.1.5.8 XBB.1.5.42 B.1.1.93 BA.2.66 BQ.1.4 XBB.1.34 CP.8	0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.02338449 0.00312570 0.00277008 0.00196956 0.00165601 0.00144449 0.00118712 0.00109176 0.00103932 0.00101958	2.666504507609597	11.13600642076046
WK111-4252	[('Error', 1.00)]	Error	1.00	-1	-1
WK111-4253	[('Error', 1.00)]	Error	1.00	-1	-1
WK92-3409	[('Undetermined', 1.00)]	Undetermined	1.00	-1	-1
WK92-3410	[('Undetermined', 1.00)]	Undetermined	1.00	-1	-1
WK92-3418	[('Omicron', 0.9600926369920602)]	BA.5.2.2 BA.5.2.9 BA.5.2.23 BA.5.2.4 BA.5.2.40 BW.1.2 BA.5.5 BA.5.3.4 BA.5.3.3 BA.5.6 BA.5.3.5 BA.5.5.3 BA.5.3 BA.5.6.2 BA.5.6.3 BA.5.6.4 BW.1 BF.39.1 BA.5.2.51 XBG BA.5.2.39 BA.5.2.25 BV.1 BN.1.2.2	0.17875248 0.17875248 0.17875248 0.17875248 0.17875248 0.00451320 0.00451320 0.00451320 0.00451320 0.00451320 0.00451320 0.00451320 0.00451320 0.00451320 0.00451320 0.00451320 0.00451320 0.00262985 0.00206011 0.00204283 0.00169546 0.00169546 0.00103183 0.00101626	1.5206338221330782	11.69113466876233
WK92-3419	[('Omicron', 0.948391783188939), ('Other', 0.039394000203519956)]	BQ.1.1.73 BA.2.10 BA.2.10.3 BA.2.10.2 BA.2.10.1 BE.9 BE.11 XBL.3 XBL.2 XBL BE.13 BQ.1.5 BQ.1.31 BQ.1.19 BQ.1.10 BQ.1.26 BQ.1.7 BQ.1.3 BQ.1.17 BQ.1.10.1 BQ.1.14 BQ.1.2 BQ.1 BQ.1.23 BQ.1.8 EC.1.1 BQ.1.16 EC.1 BQ.1.8.1 BQ.1.27 BQ.2 BE.1.1.1 BQ.1.1.9 BQ.1.1.66 BQ.1.1.47 BQ.1.1.67 BQ.1.1.74 BQ.1.1.21 BQ.1.1.31 BQ.1.1.13 BQ.1.1.16 BQ.1.1.17 BQ.1.1.69 BQ.1.1.32 BE.1.4.2 BQ.1.1 BQ.1.24 BQ.1.9 BQ.1.1.6 XBS EY.1 BQ.1.1.53 EF.1 BQ.1.1.34 BQ.1.22 BQ.1.1.29 FM.1 EA.2 BQ.1.1.5 CZ.1 CZ.2 DR.1 BQ.1.1.2 BQ.1.1.48 ED.2 BQ.1.1.41 FN.1 EF.1.2 EF.1.1 EF.1.1.1 BQ.1.1.30 BQ.1.1.25 BQ.1.1.63 BQ.1.1.15 BQ.1.1.58 BQ.1.1.11 BQ.1.1.37 BQ.1.1.1 BQ.1.1.36 BQ.1.18 BQ.1.1.8 BQ.1.1.18 BQ.1.1.3 BQ.1.1.45 BQ.1.1.64 BQ.1.1.26 BQ.1.1.46 BQ.1.1.50 DT.1 DT.2 DT.3 BQ.1.1.52 BA.2.66 CS.1 BA.4.1.10 XBB.1.10 XAH BP.1 XBB.1.5.42	0.10000000 0.05175102 0.05175102 0.05175102 0.05175102 0.04471783 0.04471783 0.01313133 0.01313133 0.01313133 0.01049676 0.00919028 0.00919028 0.00919028 0.00919028 0.00919028 0.00919028 0.00919028 0.00919028 0.00919028 0.00919028 0.00919028 0.00919028 0.00919028 0.00919028 0.00919028 0.00919028 0.00919028 0.00919028 0.00919028 0.00919028 0.00919028 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00550303 0.00333623 0.00331114 0.00331114 0.00260057 0.00236308 0.00235478 0.00100092	0.49581978223649537	2.1335651941276796
WK92-3420	[('Omicron', 0.9866457889357031), ('Other', 0.00300076333067236)]	CQ.2 BE.4.1.1 XBE BE.4.1 BE.4.2 BE.2 BE.4 BA.5.3.1 BA.5.2.21 BA.5.7 B.1.1.227 XBB.1.10 BQ.1.1.70 DW.1 XBB.2.6 BA.5.2.43	0.11998251 0.11998251 0.11998251 0.11998251 0.11998251 0.11998251 0.11998251 0.11998251 0.01508770 0.00318680 0.00300076 0.00281020 0.00198406 0.00139253 0.00128921 0.00103520	3.309528711297888	6.0896899976590975
WK92-3421	[('Omicron', 0.9774893446688506), ('Other', 0.0032293084193825653)]	BA.2.39 BA.2.79 BA.2.15 BA.2.38 BA.2.57 BA.2.73 BA.2.68 BA.2.67 BA.2.17 BA.2.37 BA.2.10.3 BA.2.33 BA.2.11 BA.2.40 BA.2.30 BA.2.8 BA.2.24 BA.2.10 BA.2.1 BA.2.31 BA.2.27 BA.2.65 BA.2.29 BA.2.4 BA.2.56 BA.2.40.1 BA.2 BA.2.79.1 BA.2.55 BA.2.31.1 BA.2.38.1 BA.2.38.2 XAS BA.2.48 XBB.5 XBB.1.10 XBB.1.4.1 XBB.1.5.1 BA.2.3.4 BM.2.1 XBL XBL.3 XBB.1.5.8 BA.2.46 BA.2.13.1 XBB.1.5.42 BP.1 BA.2.9.7 XBB.1.34 EG.3 BN.1.2.2 CD.2 EG.4	0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.02784406 0.00340136 0.00328293 0.00293255 0.00292398 0.00234742 0.00166113 0.00161465 0.00161465 0.00155039 0.00149780 0.00140987 0.00135141 0.00134311 0.00129088 0.00124636 0.00121184 0.00114390 0.00113708 0.00105920	2.9868244491255784	11.226298364712571
WK92-3422	[('Omicron', 0.9861865134214535), ('Other', 0.001057665430196602)]	XAS BQ.1.4 B.1.1.403	0.98494002 0.00124649 0.00105767	3.9691994967383506	15.486740460823329
WK92-3423	[('Omicron', 0.9825984239993761)]	XBG BA.5.5.3 XBT BA.5.5.2 BA.5.3.4 BA.5.5 BA.5.3 BA.5.2.49	0.95934885 0.00980474 0.00265912 0.00230369 0.00230369 0.00230369 0.00230369 0.00157094	6.789056909969016	32.29107447413303
WK92-3424	[('Omicron', 0.9760173369200524)]	BA.5.3 BA.5.5.3 BA.5.5 BA.5.3.3 BA.5.6 BA.5.1.35 BA.5.1.17 BK.1 BA.5.1.12 BA.5.1.4 BA.5.1 BA.5.1.10 BA.5.1.24 BA.5.1.22 BA.5.1.6 DH.1 BA.5.1.26 BF.36 BA.5.3.2 BA.5.1.38 BA.5.1.8 BA.5.9	0.13535862 0.13535862 0.13535862 0.13535862 0.13535862 0.03106231 0.03106231 0.03106231 0.03106231 0.03106231 0.03106231 0.03106231 0.03106231 0.03106231 0.00892857 0.00208768 0.00186404 0.00159447 0.00151815 0.00137221 0.00122151 0.00107681	7.276351145825601	40.97247767782497
WK92-3425	[('Omicron', 0.9862986862936272)]	BA.5.3.1 BE.1 BE.4 BE.1.1 BE.2 BQ.1.8.1 BQ.1.31 BE.1.1.1 BQ.2 BQ.1 BQ.1.7 BQ.1.8 BQ.1.14 BQ.1.2 BQ.1.5 BQ.1.10 BQ.1.26 BQ.1.19 BQ.1.6 BQ.1.3 BQ.1.27 BQ.1.23 BQ.1.16 BA.5.2.25 BF.39.1 XAE XZ XAH	0.06306165 0.06306165 0.06306165 0.06306165 0.06306165 0.03691748 0.03691748 0.03691748 0.03691748 0.03691748 0.03691748 0.03691748 0.03691748 0.03691748 0.03691748 0.03691748 0.03691748 0.03691748 0.03691748 0.03691748 0.03691748 0.03691748 0.03691748 0.00202497 0.00113435 0.00110549 0.00110549 0.00110549	3.523488807450024	1.8894425308497476
WK96-3583	[('Undetermined', 1.00)]	Undetermined	1.00	-1	-1
WK96-3584	[('Undetermined', 1.00)]	Undetermined	1.00	-1	-1
WK96-3586	[('Omicron', 0.9909199637614834)]	BA.2.10 BA.2.10.3 XBB.2.8 XBB XBB.1 XBB.2 XBB.8 XBB.4 XBB.6 XBB.3 XBB.9 XBB.2.4 XBB.2.5 XBB.1.19 XBB.1.3 XBB.8.1 XBB.6.1 XBB.1.19.1 CL.1.2 CL.1 CL.1.3 BF.19 BF.9	0.24167038 0.24167038 0.03098432 0.03098432 0.03098432 0.03098432 0.03098432 0.03098432 0.03098432 0.03098432 0.03098432 0.03098432 0.03098432 0.03098432 0.03098432 0.03098432 0.03098432 0.03098432 0.00295184 0.00295184 0.00295184 0.00160592 0.00136866	0.5220491200735635	1.9128515533558506
WK96-3587	[('Undetermined', 1.00)]	Undetermined	1.00	-1	-1
WK96-3589	[('Omicron', 0.9768427923902278)]	BA.5.1.28 BA.5.1.26 BA.5.1.18 BA.5.1.27 BE.1.4.3 BE.4.1 CQ.2 BE.1.2.1 BE.1.2 XBE BE.4.1.1 XBB.6.1 XBB.2 XBB.6 XBB.3 XBB.2.8 XBB.2.4 XBB.2.5 XBB.2.7 XBB.1.3 XBB.4 XBB.8.1 XBB.3.1 XBB XBB.8 XBB.1 CN.2 DE.2 XBB.1.5.44 BA.5.12 BQ.1.26.1 XBB.2.6 BF.9 XAT BF.19	0.09436161 0.09436161 0.09436161 0.09436161 0.06670004 0.04346658 0.04346658 0.04346658 0.04346658 0.04346658 0.04346658 0.01604537 0.01604537 0.01604537 0.01604537 0.01604537 0.01604537 0.01604537 0.01604537 0.01604537 0.01604537 0.01604537 0.01604537 0.01604537 0.01604537 0.01604537 0.01395440 0.00407074 0.00264012 0.00258933 0.00239199 0.00164939 0.00146843 0.00136060 0.00109131	0.5873370797125235	5.899073671537972
WK96-3590	[('Omicron', 0.9816475566496825), ('Other', 0.002591399515099654)]	BA.4.1.3 BA.2.11 BA.2.33 BA.2.29 BA.2.65 BA.2.27 BA.2.31 BA.2.1 BA.2.10 BA.2.64 BA.2.30 BA.2.50 BA.2.56 BA.2.61 BA.2.4 BA.2.10.3 BA.2.10.1 BA.2.15 BA.2.54 BA.2.10.4 BA.2.39 BA.2.31.1 XAS BA.2 BA.2.5 BA.2.43 BF.35 P.7 BA.5.1.32 BF.10.1 BF.9	0.12500000 0.03521855 0.03521855 0.03521855 0.03521855 0.03521855 0.03521855 0.03521855 0.03521855 0.03521855 0.03521855 0.03521855 0.03521855 0.03521855 0.03521855 0.03521855 0.03521855 0.03521855 0.03521855 0.03521855 0.03521855 0.03521855 0.03521855 0.03521855 0.03521855 0.00445948 0.00306966 0.00259140 0.00139130 0.00133255 0.00114926	1.7324250190459973	7.166505032939839
WK96-3592	[('Omicron', 0.9932157342980327)]	BA.5.3.1 BA.5 BQ.1.32 XBM BE.10 BQ.1.18 BA.5.2.2 BA.5.2.42 BQ.1.1.12	0.73841024 0.24195241 0.00298022 0.00228833 0.00188059 0.00168852 0.00153728 0.00126529 0.00121286	0.5153416422850565	4.176838444303248
WK96-3593	[('Undetermined', 1.00)]	Undetermined	1.00	-1	-1
WK96-3594	[('Omicron', 0.9590876840389809), ('Other', 0.024826929147794247)]	XW BA.2.74 BA.2.76 BA.2.82 BA.2.9.4 BA.2.10 BA.2.10.3 XBB.6.1 XBB.1.15 XBB.1.17 XBB.1.21 XBB.2.6 XBN XBB.8.1 XBB.4.1 XBB.1.14 XBB.3.2 XBB.1.19.1 XBB.1.25 XBB.1.18 XBB.1.5 XBB.1.16 XBB.1.5.14 XBB.1.5.7 XBB.1.4 XBB.1.20 XBB.1.7 XBB.1.13 XBB XBB.1 XBB.2 XBB.8 XBB.4 XBB.6 XBB.3 XBB.9 XBB.2.8 XBB.2.4 XBB.2.5 XBB.2.7 XBB.5 XBB.1.19 FT.1 XBB.1.5.33 XBB.1.5.3 XBB.1.5.4 XBB.1.5.38 XBB.1.5.13 FE.1 XBL XBB.1.5.8 XBB.1.5.39 XBB.1.5.49 XBB.1.5.6 XBB.1.5.25 XBB.1.5.48 XBB.1.5.37 XBB.1.5.20 EK.3 XBB.1.22 XBL.3 XBB.1.5.46 XBB.1.5.27 XBB.1.22.1 XBB.1.5.1 FG.2 XBB.1.5.10 XBB.1.5.51 XBB.1.5.28 XBB.1.5.12 XBB.1.5.16 XBB.1.5.36 XBB.1.5.40 XBB.1.5.47 XBB.1.5.11 XBB.1.5.52 XBB.1.6 XBB.1.17.1 XBB.1.5.43 XBB.1.5.23 XBB.1.5.24 XBB.1.18.1 XBB.1.5.22 EM.1 XBB.1.5.34 CD.2 BA.2.46 EP.2 EP.1	0.08194832 0.05803782 0.05803782 0.05803782 0.05803782 0.00890760 0.00890760 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00827564 0.00196121 0.00178190 0.00145805 0.00129850	0.38301549505669036	1.999799351235662
WK96-3595	[('Undetermined', 1.00)]	Undetermined	1.00	-1	-1
